#Energy(eV) Si_K    Si_L1    Si_L2    Si_L3    
   1.0000000000000000E+00   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30
   2.0000000000000000E+00   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30
   3.0000000000000000E+00   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30
   4.0000000000000000E+00   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30
   5.0000000000000000E+00   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30
   6.0000000000000000E+00   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30
   7.0000000000000000E+00   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30
   8.0000000000000000E+00   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30
   8.1490000000000009E+00   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30
   8.1509999999999998E+00   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30
   9.0000000000000000E+00   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30
   1.0000000000000000E+01   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30
   1.1000000000000000E+01   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30
   1.2000000000000000E+01   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30
   1.3000000000000000E+01   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30
   1.3459000000000000E+01   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30
   1.3460999999999999E+01   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30
   1.4000000000000000E+01   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30
   1.5000000000000000E+01   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30
   1.6000000000000000E+01   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30
   1.7000000000000000E+01   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30
   1.8000000000000000E+01   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30
   1.9000000000000000E+01   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30
   2.0000000000000000E+01   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30
   2.1000000000000000E+01   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30
   2.2000000000000000E+01   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30
   2.3000000000000000E+01   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30
   2.4000000000000000E+01   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30
   2.5000000000000000E+01   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30   1.0000000000000000E+30
